,Unnamed: 0.1,Unnamed: 0,id,author,title,location,city,price,no_of_bedrooms,no_of_bathrooms,no_of_floor,parking_area,facing_side,built_date,area1,area2,area3,area_formating,road_width,purpose,property_type,latitude,longitude
0,0,0,1,1,"Flat System House On Sale At Budhanikantha : House For Sale In Budhanilkantha, Kathmandu","Budhanikantha, Budhanilkantha, Kathmandu",Kathmandu,90000000.0,6,3,2.0,10,West,01/01/2073,1.0,0.0,0.0,HM,20 Feet ,SL,H,85.3622183,27.7768839
1,1,1,2,1,"21 Aana Beautiful House : House For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Kathmandu",Kathmandu,80000000.0,5,3,2.0,9,East,01/01/2073,0.0,21.0,0.0,HM,20 Feet ,SL,H,85.362324,27.778087
2,2,2,3,1,"Beautiful To Floor House : House For Sale In Dhapasi, Kathmandu","Dhapasi, Dhapasi, Kathmandu",Kathmandu,70000000.0,5,3,2.0,12,East,01/01/2071,1.0,1.0,0.0,HM,20 Feet ,SL,H,85.33575499,27.74603455
3,3,3,4,1,"Modern Architecture Bungalow House : House For Sale In Baluwatar, Kathmandu","baluwatar, Baluwatar, Kathmandu",Kathmandu,130000000.0,6,4,3.0,9,West,01/01/2017,0.0,10.0,1.0,HM,20 Feet ,SL,H,85.3302886,27.7301977
4,4,4,5,1,"Modern Bungalow House : House For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu",Kathmandu,100000000.0,6,3,2.0,10,East,01/01/2070,0.0,19.0,2.0,HM,20 Feet ,SL,H,85.3455463,27.7513034
5,5,5,6,1,"Beautiful Bungalow House : House For Sale In Banasthali, Kathmandu","Banasthali, Banasthali, Kathmandu",Kathmandu,100000000.0,5,6,3.0,9,East,01/01/2074,0.0,12.0,3.0,HM,13 Feet ,SL,H,85.2992675,27.7304624
6,6,6,7,1,"House For Sale @ Dadathok Lubhu Lalitpur : House For Sale In Lubhu, Lalitpur","Dadathok, Lubhu, Lalitpur",Lalitpur,11000000.0,3,4,3.0,1,South East,01/01/2019,3.0,1.0,1.0,HM,11 Feet ,SL,H,85.3757052,27.6397625
7,7,7,8,1,"Modern House : House For Sale In Budhanilkantha, Kathmandu","Hepali, Budhanilkantha, Kathmandu",Kathmandu,50000000.0,5,4,2.0,9,East,01/01/2073,0.0,8.0,5.0,HM,20 Feet ,SL,H,85.362324,27.778087
8,8,8,9,1,"Flat System House : House For Sale In Baluwatar, Kathmandu","baluwatar, Baluwatar, Kathmandu",Kathmandu,100000000.0,10,8,3.5,5,North,01/01/2017,0.0,12.0,3.0,HM,20 Feet ,SL,H,85.3302886,27.7301977
9,9,9,10,1,"Residential House Sale : House For Sale In Sukedhara, Kathmandu","Nearby Nilo Pool, Sukedhara, Kathmandu",Kathmandu,32500000.0,6,4,2.5,1,South East,01/01/2065,0.0,4.0,0.0,HM,12 Feet ,SL,H,85.3493711,27.7312658
10,10,10,11,1,"Beautiful House For Sale : House For Sale In Lekhnath, Pokhara","4, Lekhnath, Pokhara",Pokhara,32000000.0,4,5,3.0,3,South West,01/01/2075,0.0,14.0,0.0,HM,15 Feet ,SL,H,83.99512187,28.2107395
11,11,11,12,1,"House Sale In Budhanilkantha : House For Sale In Chapali, Kathmandu","Budhanilkantha, Chapali, Kathmandu",Kathmandu,39900000.0,5,4,3.0,1,North West,01/01/2075,0.0,4.0,2.0,HM,14 Feet ,SL,H,85.3656159,27.7622384
12,12,12,13,1,"Budhanilkantha Mandir 1 Floor Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,15000000.0,2,2,1.0,1,South,01/01/2074,0.0,5.0,0.0,HM,12 Feet ,SL,H,85.363258,27.777309
13,13,13,14,1,"House For Sale , Hepali Height : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,52500000.0,5,5,3.0,3,South East,01/01/2075,0.0,8.0,0.0,HM,20 Feet ,SL,H,85.363258,27.777309
14,14,14,15,1,"Tokha Grandy Height Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,26500000.0,6,6,3.0,1,East,01/01/2076,0.0,4.0,0.0,HM,13 Feet ,SL,H,85.363258,27.777309
15,15,15,16,1,"Sitapaila Modern Semi Bungalow : House For Sale In Sitapaila, Kathmandu","NA, Sitapaila, Kathmandu",Kathmandu,25500000.0,6,6,3.0,1,East,01/01/2076,0.0,4.0,0.0,HM,13 Feet ,SL,H,85.282715,27.707529
16,16,16,17,1,"2.5 Storey : House For Sale In Narephate, Kathmandu","Nearby CCRC College, Narephate, Kathmandu",Kathmandu,33000000.0,6,4,2.5,1,East,01/01/2056,0.0,6.0,0.0,HM,20 Feet ,SL,H,85.313984,27.718206
17,17,17,18,1,"2.5 Storey House On Sale At Daura Dipo , Checkpost : House For Sale In Thankot, Kathmandu","Daura Dipo, Thankot, Kathmandu",Kathmandu,18500000.0,4,4,0.0,3,South,01/01/2074,0.0,6.0,0.0,HM,13 Feet,SL,H,85.21369,27.68969
18,18,18,19,1,"House For Sale At Kalanki : House For Sale In Kalanki, Kathmandu","khasibazaar, Kalanki, Kathmandu",Kathmandu,62000000.0,7,4,0.0,3,East,01/01/2073,0.0,10.0,0.0,HM,0 Feet,SL,H,85.33218,27.70704
19,19,19,20,1,"House Sale In Lolang Height : House For Sale In Kavresthali, Kathmandu","Lonag height, Kavresthali, Kathmandu",Kathmandu,10500000.0,0,0,0.0,0,North,01/01/2072,0.0,4.0,0.0,HM,10 Feet,SL,H,0.0,0.0
20,20,20,21,1,"House For Sale In Sipadol, Bhaktapur","Sipadol, Sipadol, Bhaktapur",Bhaktapur,20500000.0,7,3,3.0,1,East,01/01/2076,0.0,3.0,2.0,HM,10 Feet ,SL,H,85.4349769,27.6683445
21,21,21,22,1,"House For Sale In Radhe Radhe, Bhaktapur","Radhe Radhe, Radhe Radhe, Bhaktapur",Bhaktapur,22000000.0,0,0,0.0,0,East,01/01/2075,0.0,3.0,2.0,HM,20 Feet ,SL,H,85.397483,27.674542
22,22,22,23,1,"Balaju Commercial Building For Sale : House For Sale In Balaju, Kathmandu","Na, Balaju, Kathmandu",Kathmandu,145000000.0,95,40,5.0,7,East,01/01/2073,0.0,21.0,0.0,HM,20 Feet ,SL,H,85.3046065,27.7270307
23,23,23,24,1,"Budhanilkantha Taulung Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,55000000.0,5,6,3.0,4,South,01/01/2071,0.0,19.0,0.0,HM,20 Feet ,SL,H,85.363258,27.777309
24,24,24,25,1,"Semi-Furnished House : House For Sale In Sitapaila, Kathmandu","Ramkot, Sitapaila, Kathmandu",Kathmandu,24000000.0,4,4,2.5,1,East,01/01/2075,0.0,4.0,0.0,HM,13 Feet ,SL,H,85.2521799,27.7208558
25,25,25,26,1,"Dhapasi Deurali Janata Najik Ghar : House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu",Kathmandu,37000000.0,6,6,3.0,3,South East,01/01/2076,0.0,6.0,1.0,HM,32 Feet,SL,H,85.3341241,27.7438445
26,26,26,27,1,"Golfutar Height 19 Ana Bungalow : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,102500000.0,6,6,3.0,4,East,01/01/2070,0.0,19.0,0.0,HM,13 Feet ,SL,H,85.3620744,27.776716
27,27,27,28,1,"Newly Constructed : House For Sale In Imadol, Lalitpur","Sital height, Imadol, Lalitpur",Lalitpur,22000000.0,7,4,3.5,2,South,01/01/2076,0.0,4.0,2.0,HM,13 Feet ,SL,H,85.34436,27.66817
28,28,28,29,1,"House For Sale In Pepsicola, Kathmandu","Na, Pepsicola, Kathmandu",Kathmandu,58500000.0,6,6,3.0,2,East,01/01/2076,0.0,6.0,5.0,HM,16 Feet ,SL,H,85.33218,27.70704
29,29,29,30,1,"House For Sale In Imadol, Lalitpur","Bojepokhari, Imadol, Lalitpur",Lalitpur,18500000.0,4,3,2.5,1,East,01/01/2076,0.0,3.0,0.0,HM,13 Feet ,SL,H,85.3487309,27.6648498
30,30,30,31,1,"Newly Built House : House For Sale In Imadol, Lalitpur","Bojepokhari, Imadol, Lalitpur",Lalitpur,21000000.0,4,3,2.5,1,East,01/01/2076,0.0,3.0,2.0,HM,13 Feet ,SL,H,85.3487309,27.6648498
31,31,31,32,1,"Imadol, Swastik Tole House On Sell : House For Sale In Imadol, Lalitpur","Swastik Tole, Imadol, Lalitpur",Lalitpur,17500000.0,5,3,3.0,1,South,01/01/2071,3.0,0.0,2.0,HM,13 Feet,SL,H,85.344299,27.666822
32,32,32,33,1,"Baluwatar New Home : House For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,130000000.0,5,6,3.0,3,East,01/01/2074,0.0,10.0,0.0,HM,15 Feet ,SL,H,85.34367247,27.73203045
33,33,33,34,1,"Budhanilkantha Underconstruction : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,105000000.0,8,8,4.0,4,East,01/01/2076,0.0,21.0,0.0,HM,15 Feet ,SL,H,85.363258,27.777309
34,34,34,35,1,"4 Ropani Farm House Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,105000000.0,5,5,3.0,4,South,01/01/2070,4.0,0.0,0.0,HM,15 Feet ,SL,H,85.363258,27.777309
35,35,35,36,1,"Kapan Khariboth Home : House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu",Kathmandu,27500000.0,6,5,3.0,1,East,01/01/2076,0.0,4.0,0.0,HM,16 Feet ,SL,H,85.3396075,27.7412609
36,36,36,37,1,"Dhumbarahi Home For Sale : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,40000000.0,7,7,4.0,2,East,01/01/2074,0.0,7.0,0.0,HM,15 Feet ,SL,H,85.33218,27.70704
37,37,37,38,1,"Hattigaudama 5 Anako Ghar Bikrima : House For Sale In Hattigauda, Kathmandu","NA, Hattigauda, Kathmandu",Kathmandu,26500000.0,6,6,3.0,2,West,01/01/2075,0.0,5.0,0.0,HM,14 Feet ,SL,H,85.3494691,27.7569277
38,38,38,39,1,"Office Space For Rent In Radhe Radhe, Bhaktapur","Nearby Bhatbhateni Super market, Radhe Radhe, Bhaktapur",Bhaktapur,50.0,0,2,3.5,2,West,01/01/2076,0.0,8.0,0.0,HM,20 Feet ,RT,H,85.39728,27.675124
39,39,39,40,1,"Grandy Gate Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,22500000.0,6,6,3.0,1,North East,01/01/2070,0.0,3.0,1.0,HM,18 Feet ,SL,H,85.363258,27.777309
40,40,40,41,1,"11 Ana Bungalow For Sale : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,60000000.0,6,6,3.0,4,South East,01/01/2070,0.0,11.0,0.0,HM,15 Feet ,SL,H,85.363258,27.777309
41,41,41,42,1,"Baluwatar 30 Ana Bungalow For Sale : House For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,250000000.0,6,5,3.0,10,East,01/01/2072,0.0,30.0,0.0,HM,15 Feet,SL,H,85.34367247,27.73203045
42,42,42,43,1,"Grandy House For Sale : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,40000000.0,9,6,4.0,3,East,01/01/2069,0.0,9.0,0.0,HM,13 Feet ,SL,H,85.333333,27.75
43,43,43,44,1,"Sukedhara Brand New Home For Sale : House For Sale In Sukedhara, Kathmandu","Na, Sukedhara, Kathmandu",Kathmandu,30000000.0,6,5,3.0,1,East,01/01/2076,0.0,3.0,5.0,HM,15 Feet ,SL,H,85.3483837,27.7307335
44,44,44,45,1,"Naksal Maligau Home For Sale : House For Sale In Maligaon, Kathmandu","NA, Maligaon, Kathmandu",Kathmandu,65000000.0,6,6,3.0,4,East,01/01/2070,0.0,12.0,0.0,HM,14 Feet ,SL,H,85.30893,27.701102
45,45,45,46,1,"Hattigauda 5 Ana Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,33000000.0,5,6,3.0,2,North,01/01/2070,0.0,5.0,0.0,HM,13 Feet ,SL,H,85.363258,27.777309
46,46,46,47,1,"Golfutar Height Home : House For Sale In Budhanilkantha, Kathmandu","Man, Budhanilkantha, Kathmandu",Kathmandu,30500000.0,5,5,2.0,1,West,01/01/2070,0.0,4.0,0.0,HM,13 Feet ,SL,H,85.3569009,27.76241845
47,47,47,48,1,"Mandikatar 1 Floor Home : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,14000000.0,2,2,1.0,1,South West,01/01/2076,0.0,3.0,1.0,HM,13 Feet ,SL,H,85.33218,27.70704
48,48,48,49,1,"Jyotinagar Home For Sale : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,28000000.0,6,6,3.0,1,South East,01/01/2076,0.0,4.0,0.0,HM,13 Feet ,SL,H,85.363258,27.777309
49,49,49,50,1,"Dhapasi Height Commercil Building : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,41000000.0,10,5,4.0,3,South East,01/01/2075,0.0,4.0,0.0,HM,26 Feet ,SL,H,85.333333,27.75
50,50,50,51,1,"Sundar Basti Brand New Home 2 Homes : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,27000000.0,6,6,3.0,2,East,01/01/2076,0.0,4.0,5.0,HM,14 Feet ,SL,H,85.363258,27.777309
51,51,51,52,1,"Tokha Near Venas Housing Home : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,22000000.0,5,5,3.0,1,East,01/01/2076,0.0,3.0,1.0,HM,13 Feet ,SL,H,85.333333,27.75
52,52,52,53,1,"8 Ana Home Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,37000000.0,5,5,3.0,3,South East,01/01/2071,0.0,8.0,0.0,HM,15 Feet ,SL,H,85.363258,27.777309
53,53,53,54,1,"House For Sale In Baluwatar, Kathmandu","Chandol, Height, Baluwatar, Kathmandu",Kathmandu,46000000.0,4,3,2.5,1,South West,01/01/2074,0.0,6.0,3.0,HM,13 Feet ,SL,H,85.33218,27.70704
54,54,54,55,1,"Sale Of Attractive House And Land : House For Sale In Naikap, Kathmandu","Piple Chautari Tole (Naya Basti), Naikap, Kathmandu",Kathmandu,22500000.0,5,3,3.0,1,East,01/01/2078,0.0,5.0,0.0,HM,13 Feet,SL,H,85.3206,27.70169
55,55,55,56,1,"Brand New Never Used House For Sale At Rose Village Balkot : House For Sale In Balkot, Bhaktapur","Rose Village Balkot, Balkot, Bhaktapur",Bhaktapur,29000000.0,3,3,2.0,2,North,01/01/2070,0.0,4.0,5.0,HM,20 Feet ,SL,H,85.37486458,27.668796
56,56,56,57,1,"House On Sale : House For Sale In Naya Bazar, Kathmandu","Nayabazar-16, Naya Bazar, Kathmandu",Kathmandu,31000000.0,3,4,3.0,1,East,01/01/2018,0.0,3.0,0.0,HM,6 Meter ,SL,H,85.296961,27.690306
57,57,57,58,1,"Commercial House Sale In Satungal : House For Sale In Satungal, Kathmandu","Commercial land sale in Satungal, Satungal, Kathmandu",Kathmandu,42500000.0,0,0,0.0,0,West,01/01/2022,0.0,5.0,1.0,HM,29 Feet,SL,H,85.349196,27.680961
58,58,58,59,1,"Flat House On Sale, 500 Meter Far From Main Road. : House For Sale In Budhanilkantha, Kathmandu","pasikot/Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,37500000.0,5,5,3.0,2,South East,01/01/2021,0.0,5.0,0.0,HM,0 Feet,SL,H,85.362324,27.778087
59,59,59,60,1,"House For Sale In Tarkeshwor, Kathmandu","Nagpokhari road, Tarkeshwor, Kathmandu",Kathmandu,13000000.0,2,1,1.0,1,West,01/01/2076,0.0,3.0,1.0,HM,0 Feet,SL,H,85.33218,27.70704
60,60,60,61,1,"House With 4 Ropani, Only Land Cost -Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Muhanpokhari Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,105000000.0,4,3,0.0,4,South,01/01/2021,4.0,4.0,0.0,HM,20 Feet,SL,H,85.37110542,27.79142965
61,61,61,62,1,"Modern House For Sale -Baluwatar : House For Sale In Baluwatar, Kathmandu","Shree Marga, Baluwatar, Kathmandu",Kathmandu,80000000.0,4,5,0.0,4,West,01/01/2076,0.0,9.0,3.0,HM,13 Feet ,SL,H,85.3262633,27.7233615
62,62,62,63,1,"House For Sale -Nakkhudol Bhaisepati : House For Sale In Nakhundol, Lalitpur","Nakkhudol Bhaisepati, Nakhundol, Lalitpur",Lalitpur,25000000.0,3,4,2.0,2,East,01/01/2076,0.0,4.0,2.0,HM,13 Feet ,SL,H,78.418796,24.692493
63,63,63,64,1,"Bungalow : House For Sale In Bhaktapur, Bhaktapur","Gamcha, Bhaktapur, Bhaktapur",Bhaktapur,32500000.0,4,4,2.0,4,South,01/01/2017,2.0,7.0,0.0,HM,20 Feet ,SL,H,85.3898979,27.6556938
64,64,64,65,1,"जोरपाटी माकलबारी सानो पुल नजिक : House For Sale In Jorpati, Kathmandu","jorpati makalbari near sano pool, Jorpati, Kathmandu",Kathmandu,21000000.0,5,3,3.0,1,South West,01/01/2076,1.0,3.0,2.0,HM,12 Feet ,SL,H,0.0,0.0
65,65,65,66,1,"Bungalow At Aananda Colony, Aastha Chowk : House For Sale In Bharatpur, Chitwan","Aananda Colony, Bharatpur, Chitwan",Chitwan,16000000.0,3,4,2.0,1,West,01/01/2022,0.0,0.0,11.0,TE,6 Meter,SL,H,84.43333,27.68333
66,66,66,67,1,"House Sale In Raniban : House For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu",Kathmandu,120000000.0,0,0,0.0,0,West,01/01/2022,1.0,15.0,0.0,HM,20 Feet,SL,H,85.281732,27.736693
67,67,67,68,1,"Attractive House For Sale In Ratnanagar, Chitwan : House For Sale In Ratnanagar, Chitwan","Jerauna, Ratnanagar, Chitwan",Chitwan,7700000.0,4,2,2.0,1,East,01/01/2017,0.0,6.0,0.0,HM,16 Feet ,SL,H,0.0,0.0
68,68,68,69,1,"Residential House : House For Sale In Makalbari, Kathmandu","Sundar Tole, Makalbari, Kathmandu",Kathmandu,20000000.0,7,3,2.5,2,West,01/01/2067,0.0,4.0,1.0,HM,10 Feet ,SL,H,0.0,0.0
69,69,69,70,1,"3.5 Storey : House For Sale In Sipadol, Bhaktapur","Darjeling Height, Sipadol, Bhaktapur",Bhaktapur,19000000.0,7,4,3.5,1,West,01/01/2076,0.0,4.0,0.0,HM,20 Feet ,SL,H,85.452935,27.658321
70,70,70,71,1,"Fully Furnished New House On Sale At Hepali, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Hepali, Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,33500000.0,0,4,3.0,2,South East,01/01/2021,0.0,4.0,0.0,HM,18 Feet ,SL,H,85.362324,27.778087
71,71,71,72,1,"House Sale In Mhepi : House For Sale In Mhepi, Kathmandu","Mhepi, Mhepi, Kathmandu",Kathmandu,37000000.0,0,0,0.0,0,North East,01/01/2019,0.0,5.0,0.0,HM,13 Feet ,SL,H,85.30856077,27.72753115
72,72,72,73,1,"House Sale In Chaysingdol : House For Sale In Pasikot, Kathmandu","Chyasingdol, Pasikot, Kathmandu",Kathmandu,36000000.0,0,0,0.0,0,East,01/01/2018,0.0,7.0,2.0,HM,20 Feet,SL,H,85.35011,27.77052
73,73,73,74,1,"House On Sell @Dhapasi, Near By Grandi International Hospital. : House For Sale In Dhapasi, Kathmandu","Harihar Marg, Dhapasi, Dhapasi, Kathmandu",Kathmandu,40000000.0,8,4,3.0,5,South,01/01/2068,0.0,8.0,3.0,HM,12 Feet ,SL,H,85.33218,27.70704
74,74,74,75,1,"One And Half Storied : House For Sale In Imadol, Lalitpur","Nearby Cozy Homes, Imadol, Lalitpur",Lalitpur,12500000.0,2,1,1.0,1,West,01/01/2076,0.0,3.0,0.0,HM,20 Feet ,SL,H,85.344299,27.666822
75,75,75,76,1,"Modern Designed : House For Sale In Imadol, Lalitpur","Nearby Cozy Homes, Imadol, Lalitpur",Lalitpur,19500000.0,5,3,2.5,1,East,01/01/2076,0.0,3.0,1.0,HM,20 Feet ,SL,H,85.344299,27.666822
76,76,76,77,1,"House For Sale In Imadol, Lalitpur","Sanagaun Height, Imadol, Lalitpur",Lalitpur,22000000.0,5,3,2.5,1,West,01/01/2076,0.0,3.0,2.0,HM,20 Feet ,SL,H,85.344299,27.666822
77,77,77,78,1,"House For Sale In Imadol, Lalitpur","Sanagaun Height, Imadol, Lalitpur",Lalitpur,21500000.0,4,3,2.5,1,East,01/01/2076,0.0,4.0,0.0,HM,20 Feet ,SL,H,85.344299,27.666822
78,78,78,79,1,"Newly Built : House For Sale In Imadol, Lalitpur","Sanagaun height, Imadol, Lalitpur",Lalitpur,19500000.0,4,3,2.5,1,North East,01/01/2076,0.0,3.0,2.0,HM,20 Feet ,SL,H,85.344299,27.666822
79,79,79,80,1,"House For Sale In Imadol, Lalitpur","Nearby, Buddha party palace, Imadol, Lalitpur",Lalitpur,19000000.0,4,3,2.5,1,South,01/01/2076,0.0,3.0,0.0,HM,13 Feet ,SL,H,85.354875,27.654391
80,80,80,81,1,"House For Sale In Imadol, Lalitpur","Nearby, Buddha party palace, Imadol, Lalitpur",Lalitpur,18000000.0,4,3,2.5,1,South,01/01/2076,0.0,3.0,0.0,HM,13 Feet ,SL,H,85.354875,27.654391
81,81,81,82,1,"Brand New House For Sale In Swoyambhu/Swayambhu : House For Sale In Swayambhu, Kathmandu","Swoyambhu, Swayambhu, Kathmandu",Kathmandu,37000000.0,8,5,3.0,2,South,01/01/2077,0.0,5.0,1.0,HM,12 Feet ,SL,H,85.2954603,27.7110872
82,82,82,83,1,"Brand New House For Sale In Swoyambhu/Swayambhu Near Bhagwan Pau : House For Sale In Swayambhu, Kathmandu","Swoyambhu, Swayambhu, Kathmandu",Kathmandu,34000000.0,6,3,3.0,1,South,01/01/2077,0.0,4.0,0.0,HM,12 Feet ,SL,H,85.2954603,27.7110872
83,83,83,84,1,"Vbn : House For Sale In Butwal, Butwal","Nayagaun, Butwal, Butwal",Butwal,800000.0,2,1,1.0,1,South,01/01/2020,0.0,0.0,25.0,TE,32 Feet,SL,H,83.424506,27.685733
84,84,84,85,1,"Somaney : House For Sale In Imadol, Lalitpur","Imadol, near tempo park, Imadol, Lalitpur",Lalitpur,21000000.0,0,3,3.0,1,East,01/01/2078,0.0,4.0,0.0,HM,12 Feet,SL,H,85.34436,27.66817
85,85,85,86,1,"House On Sell @Tarkeshwar-09, Manamaiju, Basukinagtole : House For Sale In Manamaiju, Kathmandu","Basukinagtole, Manamaiju, Kathmandu, Manamaiju, Kathmandu",Kathmandu,26000000.0,8,4,3.0,1,South,01/01/2075,0.0,6.0,0.0,HM,16 Feet ,SL,H,85.3206,27.70169
86,86,86,87,1,"House Sale In Syuchatar : House For Sale In Syuchatar, Kathmandu","Syuchatar, Syuchatar, Kathmandu",Kathmandu,22000000.0,5,3,0.0,1,South West,01/01/2075,0.0,6.0,2.0,HM,10 Feet,SL,H,85.262028,27.706686
87,87,87,88,1,"House Sale In Phutung Tushal : House For Sale In Kavresthali, Kathmandu","Phutung Tushal, Kavresthali, Kathmandu",Kathmandu,23000000.0,7,3,0.0,1,North East,01/01/2075,0.0,4.0,0.0,HM,10 Feet,SL,H,0.0,0.0
88,88,88,89,1,"House Sale In Thulo Bharyang : House For Sale In Thulo Bharyang, Kathmandu","Thulo bharyang, Thulo Bharyang, Kathmandu",Kathmandu,25000000.0,8,4,5.0,0,North,01/01/2075,0.0,0.0,0.0,HM,13 Feet ,SL,H,85.28553947,27.7207574
89,89,89,90,1,"House For Sale In Goldhunga, Kathmandu","Jarankhu, Goldhunga, Kathmandu",Kathmandu,15500000.0,5,2,0.0,1,North West,01/01/2075,0.0,3.0,2.0,HM,13 Feet,SL,H,85.296513,27.745899
90,90,90,91,1,"2 And Half Floor House Is On Sale In Imadole : House For Sale In Imadol, Lalitpur","Imadole, Imadol, Lalitpur",Lalitpur,23500000.0,6,4,3.0,1,North,01/01/2020,0.0,3.0,3.0,HM,10 Feet,SL,H,85.3521557,27.6601651
91,91,91,92,1,"House For Sale In Maharajgunj, Kathmandu","Maharajgunj Ganeshbasti, Maharajgunj, Kathmandu",Kathmandu,57500000.0,0,0,0.0,0,North East,01/01/2020,0.0,6.0,1.0,HM,12 Feet ,SL,H,85.329071,27.735437
92,92,92,93,1,"House Sale In Baluwatar : House For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,90000000.0,5,5,0.0,3,South East,01/01/2020,0.0,10.0,0.0,HM,20 Feet,SL,H,85.3302886,27.7301977
93,93,93,94,1,"House For Sale In Kalanki, Kathmandu","Nearby L.R.I School., Kalanki, Kathmandu",Kathmandu,17000000.0,4,3,2.5,1,North West,01/01/2076,0.0,4.0,0.0,HM,10 Feet ,SL,H,85.28616,27.69156
94,94,94,95,1,"1.5 Storied House : House For Sale In Imadol, Lalitpur","Opposite of Green hill city, Imadol, Lalitpur",Lalitpur,12500000.0,2,1,1.5,1,South,01/01/2076,0.0,3.0,1.0,HM,13 Feet ,SL,H,85.34436,27.66817
95,95,95,96,1,"Plotted Land : Land For Sale In Sirutar, Bhaktapur","Milan Chowk, Sirutar, Bhaktapur",Bhaktapur,2100000.0,0,0,0.0,0,North East,01/01/2075,0.0,5.0,2.0,HM,20 Feet ,RT,L,85.430219,27.683667
96,96,96,97,1,"House For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Kathmandu",Kathmandu,45000000.0,4,4,3.0,4,South West,01/01/2074,0.0,11.0,0.0,HM,22 Feet,SL,H,85.362324,27.778087
97,97,97,98,1,"1.5 Storey House : House For Sale In Tikathali, Lalitpur","Nearby Pawan Pakriti School., Tikathali, Lalitpur",Lalitpur,12500000.0,2,1,1.5,1,South,01/01/2076,0.0,3.0,0.0,HM,13 Feet ,SL,H,85.35422146,27.65982655
98,98,98,99,1,"Residential : House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur",Lalitpur,19000000.0,4,3,2.5,2,North West,01/01/2076,0.0,3.0,2.0,HM,13 Feet ,SL,H,85.34436,27.66817
99,99,99,100,1,"House For Sale In Pasikot, Kathmandu","chyasingdol, Pasikot, Kathmandu",Kathmandu,32000000.0,0,0,0.0,0,South West,01/01/2073,0.0,10.0,0.0,HM,20 Feet,SL,H,85.35011,27.77052
100,100,100,101,1,"One And Half Storied : House For Sale In Kadaghari, Kathmandu","Birendrachwok, Planning, Kadaghari, Kathmandu",Kathmandu,15500000.0,2,1,1.5,2,South West,01/01/2076,0.0,4.0,0.0,HM,20 Feet ,SL,H,0.0,0.0
101,101,101,102,1,"Attractive Residential Land On Sale : Land For Sale In Budhanilkantha, Kathmandu","Bhuddha colony, Budhanilkantha, Kathmandu",Kathmandu,3000000.0,0,0,0.0,0,West,01/01/2074,0.0,12.0,0.0,HM,16 Feet ,RT,L,0.0,0.0
102,102,102,103,1,"18 Aana Land For Sale At Shamkhamul : Land For Sale In Sankhamul, Kathmandu","Sankhamul, Sankhamul, Kathmandu",Kathmandu,6500000.0,0,0,0.0,0,East,01/01/2074,0.0,18.0,0.0,HM,40 Feet ,RT,L,85.3327265,27.68244595
